,id,category,pagePath,title
3406,13645,"[{""name"": ""/Business & Industrial"", ""confidence"": 0.7099999785423279}, {""name"": ""/Law & Government/Government"", ""confidence"": 0.7099999785423279}, {""name"": ""/News/Business News"", ""confidence"": 0.6200000047683716}, {""name"": ""/News/Politics"", ""confidence"": 0.6000000238418579}]",/what-trump-needs-to-do-about-the-lopsided-trade-balance-with-china-part-one_2432577.html,What Trump Needs to Do About the Lopsided Trade Balance With China: Part One
3407,13646,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9399999976158142}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.8600000143051147}, {""name"": ""/News"", ""confidence"": 0.6100000143051147}]",/super-bowl-and-sex-trafficking-minnesota-gears-up_2432314.html,Super Bowl and Sex Trafficking: Minnesota Gears Up
3408,13648,"[{""name"": ""/People & Society/Family & Relationships"", ""confidence"": 0.6499999761581421}]",/dad-makes-uncomfortable-post-about-his-stay-at-home-wife-but-its-not-what-you-think_2429262.html,Dad makes ‘uncomfortable’ post about his stay-at-home wife. But it’s not what you think
3409,13649,"[{""name"": ""/Sports/Individual Sports/Cycling"", ""confidence"": 0.7300000190734863}, {""name"": ""/Hobbies & Leisure"", ""confidence"": 0.699999988079071}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.6100000143051147}, {""name"": ""/Autos & Vehicles"", ""confidence"": 0.5400000214576721}]",/woman-on-bike-was-horrifically-run-over-by-a-truck-but-what-she-does-a-year-later-its-staggering_2428798.html,Woman on bike was horrifically run over by a truck. But what she does a year later—it’s staggering
3410,13667,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8399999737739563}, {""name"": ""/News"", ""confidence"": 0.7099999785423279}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.6899999976158142}, {""name"": ""/Arts & Entertainment"", ""confidence"": 0.5400000214576721}]",/florida-man-arrested-over-lana-del-rey-kidnap-threat_2432597.html,Florida Man Arrested Over Lana Del Rey ‘Kidnap Threat’
3411,13676,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9399999976158142}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.7799999713897705}]",/update-maryland-women-charged-with-abusing-children-new-house-of-horrors_2432631.html,Update: Maryland Women Charged With Abusing Children New ‘House of Horrors’
3412,13686,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.7300000190734863}]",/man-thought-it-was-safe-to-take-his-boat-out-66-days-later-his-dad-finally-gets-this-one-phone-call_2428940.html,Man thought it was safe to take his boat out—66 days later his dad finally gets this one phone call
3414,13688,"[{""name"": ""/People & Society/Family & Relationships/Troubled Relationships"", ""confidence"": 0.5799999833106995}]",/man-tries-to-cheat-on-his-wife-online-but-other-womans-brutal-response-has-the-internet-applauding_2429491.html,Man tries to cheat on his wife online. But other woman’s brutal response has the internet applauding
3415,13691,"[{""name"": ""/Jobs & Education/Education/Primary & Secondary Schooling (K-12)"", ""confidence"": 0.7200000286102295}]",/student-was-badly-failing-school-but-when-she-gets-called-to-the-principals-office-felt-amazing_2428040.html,Student was badly failing school. But when she gets called to the principal’s office—’felt amazing’
3416,13693,"[{""name"": ""/People & Society/Family & Relationships/Family"", ""confidence"": 0.8399999737739563}]",/boy-unsure-of-how-to-do-family-tree-but-what-foster-mom-says-he-was-confused-embarrassed_2430089.html,Boy unsure of how to do family tree. But what foster mom says—’he was confused & embarrassed’
3417,13694,"[{""name"": ""/Business & Industrial/Transportation & Logistics/Rail Transport"", ""confidence"": 0.8500000238418579}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.6800000071525574}]",/amtrak-train-reportedly-traveling-on-wrong-track-in-fatal-crash_2432657.html,Amtrak Train Reportedly Traveling on Wrong Track in Fatal Crash
3418,13695,"[{""name"": ""/Arts & Entertainment/Humor"", ""confidence"": 0.9700000286102295}]",/man-runs-into-matthew-broderick-asks-for-photo-but-when-family-sees-this-theyre-screaming_2430468.html,Man runs into Matthew Broderick & asks for photo. But when family sees THIS—they’re screaming
3419,13696,[],/woman-stranded-after-delays-make-her-miss-her-flight-home-then-two-strangers-approach-stun-her_2430712.html,Woman stranded after delays make her miss her flight home. Then two strangers approach & stun her
3420,13697,"[{""name"": ""/News"", ""confidence"": 0.550000011920929}]",/tennessee-man-buys-super-bowl-ad-to-get-trumps-attention_2432676.html,Tennessee Man Buys Super Bowl Ad to Get Trump’s Attention
3421,13698,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9900000095367432}, {""name"": ""/Health/Substance Abuse/Drug & Alcohol Treatment"", ""confidence"": 0.949999988079071}]",/couple-went-to-rehab-for-drug-addiction-but-whilst-inside-discover-thing-that-shakes-their-world_2430065.html,Couple went to rehab for drug addiction. But whilst inside—discover thing that shakes their world
3422,13699,"[{""name"": ""/Business & Industrial/Hospitality Industry/Food Service"", ""confidence"": 0.800000011920929}, {""name"": ""/Food & Drink/Food & Grocery Retailers"", ""confidence"": 0.5400000214576721}]",/waiter-gets-a-measly-3-28-tip-on-a-huge-order-but-a-week-later-he-gets-sent-something-crazy_2429990.html,"Waiter gets a measly $3.28 tip on a huge order—but a week later, he gets sent something crazy"
3423,13701,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.6700000166893005}]",/first-responder-saved-lives-during-911-but-fell-into-depression-years-later-wife-had-enough_2430086.html,"First responder saved lives during 9/11 but fell into depression—Years later, wife had enough"
3424,13702,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.7900000214576721}, {""name"": ""/Arts & Entertainment/Celebrities & Entertainment News"", ""confidence"": 0.6100000143051147}, {""name"": ""/News"", ""confidence"": 0.6000000238418579}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.5099999904632568}]",/actress-kim-cattrall-begs-fans-to-find-her-missing-brother_2432712.html,Actress Kim Cattrall Begs Fans to Find Her Missing Brother
3425,13706,"[{""name"": ""/Arts & Entertainment"", ""confidence"": 0.6399999856948853}]",/man-was-seated-next-to-stranger-on-flight-but-when-they-start-talking-he-immediately-knows_2429512.html,Man was seated next to stranger on flight. But when they start talking—he immediately knows
3426,13707,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9399999976158142}, {""name"": ""/News"", ""confidence"": 0.6399999856948853}, {""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.550000011920929}]",/indianapolis-colts-player-edwin-jackson-killed-in-car-crash-reports_2432743.html,Indianapolis Colts Player Edwin Jackson Killed in Car Crash: Reports
3427,13709,"[{""name"": ""/News"", ""confidence"": 0.949999988079071}, {""name"": ""/Arts & Entertainment/Celebrities & Entertainment News"", ""confidence"": 0.8600000143051147}]",/model-kylie-jenner-announces-birth-of-girl_2432749.html,Model Kylie Jenner Announces Birth of Girl
3428,13710,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.7699999809265137}, {""name"": ""/Law & Government/Public Safety"", ""confidence"": 0.5099999904632568}]",/teen-charged-with-animal-cruelty-after-disturbing-video-shared-online_2432679.html,Teen Charged With Animal Cruelty After Disturbing Video Shared Online
3429,13711,[],/boy-practicing-routine-when-things-go-horribly-wrong-but-one-person-reacts-in-a-jaw-dropping-way_2429346.html,Boy practicing routine when things go horribly wrong. But one person reacts in a jaw-dropping way
3430,13713,"[{""name"": ""/Travel/Tourist Destinations"", ""confidence"": 0.9300000071525574}, {""name"": ""/Arts & Entertainment/Visual Art & Design/Art Museums & Galleries"", ""confidence"": 0.9100000262260437}, {""name"": ""/Reference/Libraries & Museums/Museums"", ""confidence"": 0.9100000262260437}]",/louvre-opens-two-new-showrooms-for-stolen-art-the-reason-why-is-priceless_2428230.html,The Louvre opened two completely new showrooms. But what they put inside—it’s incredible
3431,13715,"[{""name"": ""/People & Society/Family & Relationships"", ""confidence"": 0.6000000238418579}]",/couple-find-a-25-year-old-message-in-a-bottle-but-when-they-return-it-discover-even-crazier-thing_2431487.html,Couple find a 25-year-old message in a bottle. But when they return it—discover even crazier thing
3432,13717,"[{""name"": ""/People & Society/Family & Relationships"", ""confidence"": 0.6800000071525574}]",/woman-starts-discovering-random-cash-hidden-in-her-home-but-when-she-asks-reply-is-unexpected_2431388.html,Woman starts discovering random cash hidden in her home. But when she asks—reply is unexpected
3433,13718,"[{""name"": ""/Arts & Entertainment"", ""confidence"": 0.699999988079071}]",/man-reacts-when-mom-viciously-berates-child-in-elevator-but-his-words-have-unintended-consequences_2431561.html,Man reacts when mom viciously berates child in elevator. But his words have unintended consequences
3434,13719,"[{""name"": ""/Arts & Entertainment/Performing Arts/Dance"", ""confidence"": 0.8100000023841858}]",/ceo-returns-to-shen-yun-im-ecstatic-i-loved-it_2432788.html,"CEO Returns To Shen Yun: ‘I’m Ecstatic, I Loved It’"
3435,13721,"[{""name"": ""/News/Politics"", ""confidence"": 0.9800000190734863}]",/trump-issues-a-statement-before-super-bowl_2432823.html,Trump Issues a Statement Before Super Bowl
3436,13722,"[{""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.9599999785423279}]",/nfl-trying-to-fix-major-mistake-just-hours-before-super-bowl-kickoff_2432833.html,NFL Trying to Fix Major Mistake Just Hours Before Super Bowl Kickoff
3437,13724,"[{""name"": ""/Arts & Entertainment/TV & Video/Online Video"", ""confidence"": 0.5400000214576721}, {""name"": ""/Arts & Entertainment/Music & Audio/Rock Music"", ""confidence"": 0.5099999904632568}]",/video-pink-sings-national-anthem-at-super-bowl-52_2432838.html,Video: Pink Sings National Anthem at Super Bowl 52
3438,13726,"[{""name"": ""/Real Estate/Real Estate Listings/Residential Sales"", ""confidence"": 0.5400000214576721}, {""name"": ""/News/Business News"", ""confidence"": 0.5099999904632568}]",/will-toronto-real-estate-hit-new-highs-in-2018_2432861.html,Will Toronto Real Estate Hit New Highs in 2018?
3439,13730,"[{""name"": ""/Arts & Entertainment/Performing Arts/Dance"", ""confidence"": 0.9100000262260437}]",/shen-yun-is-a-step-above-anything-ive-seen-says-naval-officer_2432811.html,Shen Yun Is ‘A Step Above Anything I’ve Seen’ Says Naval Officer
3440,13732,"[{""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.9800000190734863}]",/patriots-brandon-cooks-rushed-off-field-after-nasty-hit_2432876.html,Patriots’ Brandin Cooks Rushed Off Field After Nasty Hit
3441,13733,"[{""name"": ""/Arts & Entertainment/Music & Audio"", ""confidence"": 0.6499999761581421}]",/shen-yun-very-moving-minister-says_2432877.html,"Shen Yun Very Moving, Minister Says"
3442,13734,"[{""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.8999999761581421}]",/exactly-zero-players-protested-during-super-bowl-national-anthem_2432897.html,Exactly Zero Players Protested During Super Bowl National Anthem
3443,13735,"[{""name"": ""/Arts & Entertainment/Performing Arts"", ""confidence"": 0.7300000190734863}]",/shen-yun-transported-art-gallery-manager-to-a-completely-other-world_2432901.html,Shen Yun Transported Art Gallery Manager to a Completely Other World
3444,13738,"[{""name"": ""/Arts & Entertainment"", ""confidence"": 0.8799999952316284}]",/moved-to-tears-by-the-sheer-pageantry-of-shen-yun_2432918.html,Moved to Tears By The Sheer Pageantry of Shen Yun
3445,13739,"[{""name"": ""/Arts & Entertainment/Performing Arts/Dance"", ""confidence"": 0.6800000071525574}]",/shen-yun-out-of-this-world-2_2432924.html,Shen Yun ‘Out of This World’
3446,13740,"[{""name"": ""/Arts & Entertainment/Performing Arts"", ""confidence"": 0.7300000190734863}]",/shen-yun-beyond-words-jewelry-designer-says_2432929.html,"Shen Yun Beyond Words, Jewelry Designer Says"
3447,13741,"[{""name"": ""/Arts & Entertainment/Performing Arts/Acting & Theater"", ""confidence"": 0.5799999833106995}]",/shen-yuns-performers-good-messengers-of-values_2432938.html,Shen Yun’s Performers Good Messengers of Values
3448,13743,"[{""name"": ""/Arts & Entertainment/Music & Audio/Pop Music"", ""confidence"": 0.7699999809265137}]",/justin-timberlake-pays-tribute-to-prince-during-super-bowl-halftime-show_2432943.html,Justin Timberlake Pays Tribute to Prince During Super Bowl Halftime Show
3449,13744,"[{""name"": ""/Sports"", ""confidence"": 0.8899999856948853}]",/shen-yun-shows-impressive-athleticism_2432941.html,Shen Yun Shows Impressive Athleticism
3450,13746,"[{""name"": ""/Finance/Investing"", ""confidence"": 0.6200000047683716}]",/the-false-allure-of-bubble-economics-2_2426483.html,The False Allure of Bubble Economics
3451,13747,"[{""name"": ""/Arts & Entertainment/Movies"", ""confidence"": 0.5199999809265137}, {""name"": ""/Arts & Entertainment/Music & Audio"", ""confidence"": 0.5}]",/everything-was-equally-amazing-says-actor-and-artist_2432963.html,"‘Everything was equally amazing,’ Says Actor and Artist"
3452,13748,"[{""name"": ""/Arts & Entertainment"", ""confidence"": 0.8500000238418579}]",/i-need-to-see-shen-yun-4-year-old-tells-mom_2432972.html,"I Need to See Shen Yun, 4-Year-Old Tells Mom"
3453,13756,"[{""name"": ""/Arts & Entertainment/Music & Audio/Classical Music"", ""confidence"": 0.7099999785423279}]",/violinist-impressed-with-shen-yuns-high-level-of-professionalism_2432976.html,Violinist Impressed With Shen Yun’s ‘High Level of Professionalism’
3454,13757,"[{""name"": ""/Arts & Entertainment/Music & Audio"", ""confidence"": 0.8799999952316284}]",/neuroradiologist-calls-shen-yun-visually-striking-says-music-is-evocative_2432980.html,"Neuroradiologist Calls Shen Yun ‘Visually Striking,’ Says Music is ‘Evocative’"
3455,13758,"[{""name"": ""/Arts & Entertainment/Performing Arts/Dance"", ""confidence"": 0.7599999904632568}]",/shen-yuns-dancing-a-mind-boggling-accomplishment_2432947.html,Shen Yun’s Dancing a Mind-Boggling Accomplishment
3456,13759,"[{""name"": ""/Arts & Entertainment/Music & Audio"", ""confidence"": 0.699999988079071}]",/music-director-loves-shen-yuns-instrumentation_2432988.html,Music Director Loves Shen Yun’s Instrumentation
3457,13760,"[{""name"": ""/Arts & Entertainment/Performing Arts"", ""confidence"": 0.8600000143051147}]",/shen-yuns-gracefulness-beyond-expectations_2432991.html,Shen Yun’s Gracefulness Beyond Expectations
3458,13762,"[{""name"": ""/Arts & Entertainment/Performing Arts"", ""confidence"": 0.6100000143051147}]",/attorney-enjoys-soothing-aspects-of-shen-yun_2432994.html,Attorney Enjoys Soothing Aspects of Shen Yun
3459,13763,"[{""name"": ""/Arts & Entertainment/Performing Arts"", ""confidence"": 0.7099999785423279}, {""name"": ""/Health/Medical Facilities & Services"", ""confidence"": 0.5}]",/dental-surgeon-loves-shen-yun-ive-seen-it-four-times_2432997.html,Dental Surgeon Loves Shen Yun: ‘I’ve seen it four times’
3460,13764,"[{""name"": ""/Arts & Entertainment/Performing Arts"", ""confidence"": 0.5099999904632568}]",/power-couple-praises-shen-yun-fantastic-a-ten_2432814.html,"Power Couple Praises Shen Yun: ‘Fantastic, a Ten’"
3461,13765,"[{""name"": ""/Arts & Entertainment/Performing Arts"", ""confidence"": 0.5799999833106995}, {""name"": ""/People & Society"", ""confidence"": 0.5099999904632568}]",/human-rights-reporter-shen-yun-is-something-that-everybody-needs-to-see_2433006.html,Human Rights Reporter: Shen Yun is ‘Something That Everybody Needs to See’
3462,13766,"[{""name"": ""/Arts & Entertainment"", ""confidence"": 0.8600000143051147}]",/filmmaker-impressed-with-shen-yuns-technology-and-timing_2433005.html,Filmmaker Impressed With Shen Yun’s Technology and Timing
3463,13767,"[{""name"": ""/Arts & Entertainment"", ""confidence"": 0.8500000238418579}, {""name"": ""/Hobbies & Leisure/Special Occasions"", ""confidence"": 0.6000000238418579}]",/music-teachers-birthday-gift-was-seeing-shen-yun_2433003.html,Music Teacher’s Birthday Gift Was Seeing Shen Yun
3464,13769,"[{""name"": ""/Arts & Entertainment/Performing Arts/Acting & Theater"", ""confidence"": 0.5899999737739563}]",/shen-yun-is-beauty-in-motion_2433023.html,Shen Yun Is Beauty in Motion
3465,13770,"[{""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.9900000095367432}, {""name"": ""/News/Sports News"", ""confidence"": 0.75}]",/eagles-stun-patriots-to-claim-maiden-super-bowl-triumph_2433011.html,Eagles Stun Patriots to Claim Maiden Super Bowl Triumph
3466,13771,"[{""name"": ""/Arts & Entertainment"", ""confidence"": 0.7300000190734863}]",/business-professional-enjoys-the-spirituality-in-shen-yun_2433029.html,Business Professional Enjoys the Spirituality in Shen Yun
3467,13779,"[{""name"": ""/Arts & Entertainment/Performing Arts/Dance"", ""confidence"": 0.800000011920929}]",/former-ballerina-amazed-by-shen-yun-dancers-precision_2433035.html,Former Ballerina Amazed by Shen Yun Dancers’ Precision
3468,13782,"[{""name"": ""/Finance/Investing/Currencies & Foreign Exchange"", ""confidence"": 0.9900000095367432}]",/south-korea-says-north-stole-cryptocurrency-worth-billions-of-won-last-year_2433038.html,South Korea Says North Stole Cryptocurrency Worth Billions of Won Last Year
3469,13788,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9900000095367432}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.9700000286102295}]",/indiana-police-investigating-suspected-murder-suicide-of-two-teens_2433049.html,Indiana Police Investigating Suspected Murder-Suicide of Two Teens
3470,13790,"[{""name"": ""/Law & Government/Government/Courts & Judiciary"", ""confidence"": 0.8199999928474426}, {""name"": ""/Law & Government/Legal"", ""confidence"": 0.550000011920929}]",/samsung-scion-lee-walks-free-after-jail-term-suspended-faces-leadership-challenges_2433075.html,"Samsung Scion Lee Walks Free After Jail Term Suspended, Faces Leadership Challenges"
3471,13792,"[{""name"": ""/Jobs & Education/Education/Primary & Secondary Schooling (K-12)"", ""confidence"": 0.7599999904632568}, {""name"": ""/People & Society"", ""confidence"": 0.550000011920929}]",/ny-elementary-school-cancels-father-daughter-dance-over-gender-guidelines_2433065.html,NY Elementary School Cancels ‘Father-Daughter’ Dance Over Gender Guidelines
3472,13794,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8600000143051147}, {""name"": ""/Law & Government/Military"", ""confidence"": 0.7699999809265137}]",/japanese-army-helicopter-crashes-one-death-confirmed_2433094.html,"Japanese Army Helicopter Crashes, One Death Confirmed"
3473,13796,"[{""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.800000011920929}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.6800000071525574}, {""name"": ""/Law & Government/Legal"", ""confidence"": 0.5}]",/autistic-uk-man-accused-of-hacking-fbi-wins-appeal-against-extradition-to-u-s_2433129.html,Autistic UK Man Accused of Hacking FBI Wins Appeal Against Extradition to U.S.
3474,13798,"[{""name"": ""/Hobbies & Leisure"", ""confidence"": 0.9399999976158142}, {""name"": ""/Pets & Animals/Pets/Dogs"", ""confidence"": 0.8600000143051147}, {""name"": ""/People & Society/Social Issues & Advocacy"", ""confidence"": 0.8199999928474426}]",/woman-meets-abandoned-20-year-old-dog-but-something-doesnt-line-up-this-dog-is-really-a-mystery_2430513.html,Woman meets abandoned 20-year-old dog. But something doesn’t line up—’this dog is really a mystery’
3475,13799,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8299999833106995}, {""name"": ""/Law & Government"", ""confidence"": 0.6000000238418579}, {""name"": ""/News"", ""confidence"": 0.6000000238418579}]",/report-mexican-immigrant-without-drivers-license-accused-in-dui-death-of-nfl-player-edwin-jackson_2433157.html,Report: Mexican Immigrant Without Driver’s License Accused in DUI Death of NFL Player Edwin Jackson
3476,13800,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.6600000262260437}]",/father-of-3-collapses-in-the-kitchen-but-who-responds-to-his-cries-for-help-incredibly-brave_2430687.html,Father of 3 collapses in the kitchen. But who responds to his cries for help—’incredibly brave’
3477,13803,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.9900000095367432}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.9700000286102295}]",/mother-of-natalee-holloway-sues-oxygen-saying-she-was-allegedly-tricked_2433186.html,"Mother of Natalee Holloway Sues Oxygen, Saying She Was Allegedly Tricked"
3478,13804,"[{""name"": ""/Books & Literature"", ""confidence"": 0.8799999952316284}, {""name"": ""/Reference/General Reference/Biographies & Quotations"", ""confidence"": 0.5299999713897705}]",/girl-stumbled-upon-gold-in-the-raggedy-attic-but-what-she-actually-found-even-more-valuable_2430374.html,Girl stumbled upon ‘gold’ in the ‘raggedy’ attic. But what she actually found—even more valuable
3479,13805,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.7099999785423279}, {""name"": ""/Health/Mental Health"", ""confidence"": 0.5899999737739563}]",/how-a-single-mother-battling-depression-found-hope-and-happiness_2433190.html,How a Single Mother Battling Depression Found Hope and Happiness
3480,13809,"[{""name"": ""/News"", ""confidence"": 0.6499999761581421}, {""name"": ""/Arts & Entertainment/Celebrities & Entertainment News"", ""confidence"": 0.5799999833106995}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.5400000214576721}]",/kim-cattralls-brother-found-dead-in-canada_2433199.html,Kim Cattrall’s Brother Found Dead in Canada
3481,13810,"[{""name"": ""/Arts & Entertainment/Music & Audio"", ""confidence"": 0.6499999761581421}, {""name"": ""/News"", ""confidence"": 0.6200000047683716}, {""name"": ""/Arts & Entertainment/Celebrities & Entertainment News"", ""confidence"": 0.6100000143051147}]",/priscilla-presley-divulges-a-detail-about-elvis-presley-that-will-shock-you_2433210.html,Priscilla Presley Divulges a Detail About Elvis Presley That Will Shock You
3482,13813,"[{""name"": ""/Jobs & Education/Education/Colleges & Universities"", ""confidence"": 0.7599999904632568}]",/corrupt-chinese-officials-are-now-making-up-their-educational-backgrounds_2433239.html,Corrupt Chinese Officials Are Now Making up Their Educational Backgrounds
3483,13817,"[{""name"": ""/Food & Drink/Food & Grocery Retailers"", ""confidence"": 0.7699999809265137}, {""name"": ""/Business & Industrial/Hospitality Industry/Food Service"", ""confidence"": 0.75}]",/supermarket-recalls-38000-bags-of-frozen-veg-after-pieces-of-rat-found-inside_2433187.html,"Supermarket Recalls 38,000 Bags of Frozen Veg After Pieces of Rat Found Inside"
3484,13818,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.6000000238418579}, {""name"": ""/News"", ""confidence"": 0.5600000023841858}]",/philadelphia-eagles-fans-set-city-on-fire-damage-property-after-superbowl-win_2433213.html,"Philadelphia Eagles Fans Set City on Fire, Damage Property After Superbowl Win"
3485,13819,"[{""name"": ""/Law & Government/Military"", ""confidence"": 0.7099999785423279}, {""name"": ""/Business & Industrial"", ""confidence"": 0.6000000238418579}, {""name"": ""/Law & Government/Government"", ""confidence"": 0.550000011920929}]",/russia-deploys-iskander-nuclear-capable-missiles-to-kaliningrad_2433320.html,Russia Deploys Iskander Nuclear-Capable Missiles to Kaliningrad
3487,13828,"[{""name"": ""/Business & Industrial/Transportation & Logistics"", ""confidence"": 0.8700000047683716}, {""name"": ""/Travel/Air Travel"", ""confidence"": 0.6499999761581421}]",/vessel-searching-malaysia-airlines-flight-370-turns-off-tracking-system-for-days_2433342.html,Vessel Searching Malaysia Airlines Flight 370 Turns Off Tracking System for Days
3488,13829,"[{""name"": ""/People & Society/Family & Relationships"", ""confidence"": 0.550000011920929}]",/when-5-year-old-boy-sees-something-chilling-at-home-he-immediately-knows-who-to-call_2431194.html,Pregnant mom collapsed on the ground. But when her 5-year-old son finds her—reaction is astonishing
3489,13831,"[{""name"": ""/News/Politics"", ""confidence"": 0.9399999976158142}, {""name"": ""/News/Gossip & Tabloid News/Scandals & Investigations"", ""confidence"": 0.6600000262260437}, {""name"": ""/Law & Government/Public Safety"", ""confidence"": 0.6100000143051147}, {""name"": ""/Sensitive Subjects"", ""confidence"": 0.5099999904632568}]",/opinion-for-accurate-reporting-on-the-nunes-memo-look-to-the-onion_2433128.html,"OPINION: For Accurate Reporting on the Nunes Memo, Look to The Onion"
3490,13834,"[{""name"": ""/Law & Government/Government"", ""confidence"": 0.699999988079071}]",/dhs-loopholes-congress-needs-to-close-to-secure-the-border_2433254.html,DHS: Loopholes Congress Needs to Close to Secure the Border
3491,13835,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8999999761581421}, {""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.8700000047683716}]",/gun-owner-saves-policeman-getting-beat-by-violent-suspect_2433356.html,Gun Owner Saves Policeman Getting Beat by Violent Suspect
3492,13838,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.6200000047683716}, {""name"": ""/Law & Government/Government"", ""confidence"": 0.5199999809265137}]",/close-to-800-million-worth-of-illegal-opioids-from-china-enter-u-s-through-postal-service-loopholes_2433432.html,Close to $800 Million Worth of Illegal Opioids From China Enter U.S. Through Postal Service Loopholes
3493,13839,"[{""name"": ""/Law & Government/Public Safety/Crime & Justice"", ""confidence"": 0.75}, {""name"": ""/Law & Government/Public Safety/Law Enforcement"", ""confidence"": 0.7200000286102295}]",/muskogee-man-too-heavy-to-hide-in-attic-falls-into-middle-of-police-search_2433130.html,"Muskogee Man Too Heavy to Hide in Attic, Falls Into Middle of Police Search"
3494,13840,"[{""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.949999988079071}]",/tom-bradys-wife-posts-touching-instagram-photo-congratulates-eagles-to-super-bowl-win_2433317.html,"Tom Brady’s Wife Posts Touching Instagram Photo, Congratulates Eagles to Super Bowl Win"
3495,13843,"[{""name"": ""/Sports/Team Sports/American Football"", ""confidence"": 0.9700000286102295}]",/super-bowl-52-ratings-see-8-year-low_2433485.html,Super Bowl 52 Ratings See 8-Year Low
3496,13844,"[{""name"": ""/Sensitive Subjects"", ""confidence"": 0.8100000023841858}, {""name"": ""/Law & Government/Public Safety"", ""confidence"": 0.6899999976158142}]",/12-year-old-boy-dies-after-carbon-monoxide-leak-in-alberta_2433260.html,12-Year-Old Boy Dies After Carbon Monoxide Leak in Alberta
3497,13848,"[{""name"": ""/Beauty & Fitness/Hair Care"", ""confidence"": 0.699999988079071}]",/chemical-found-in-mcdonalds-fries-could-cure-baldness-scientists-say_2433090.html,"Chemical Found in McDonald’s Fries Could Cure Baldness, Scientists Say"
3498,13853,"[{""name"": ""/Hobbies & Leisure"", ""confidence"": 0.9100000262260437}, {""name"": ""/Pets & Animals/Wildlife"", ""confidence"": 0.8999999761581421}, {""name"": ""/Arts & Entertainment"", ""confidence"": 0.7599999904632568}, {""name"": ""/Travel/Tourist Destinations/Zoos-Aquariums-Preserves"", ""confidence"": 0.5199999809265137}]",/bindi-irwin-shares-touching-tribute-after-seeing-dads-message-for-the-first-time_2433404.html,Bindi Irwin Shares Touching Tribute After Seeing Dad’s Message for the First Time
3499,13854,"[{""name"": ""/Games/Gambling/Lottery"", ""confidence"": 0.8700000047683716}]",/woman-who-won-560-million-power-last-month-wants-to-remain-anonymous_2433168.html,Woman Who Won $560 Million Powerball Last Month Wants to Remain Anonymous
3500,13855,"[{""name"": ""/News/Politics"", ""confidence"": 0.9599999785423279}, {""name"": ""/Law & Government/Government"", ""confidence"": 0.5199999809265137}]",/trump-calls-out-5-officials-as-liars-and-leakers_2433542.html,Trump Calls Out 5 Officials as ‘Liars and Leakers’
3501,13856,[],/newspapers-started-mysteriously-disappearing-from-porches-then-deliveryman-makes-stunning-discovery_2431308.html,Newspapers started mysteriously disappearing from porches—then deliveryman makes stunning discovery
3502,13858,"[{""name"": ""/Hobbies & Leisure"", ""confidence"": 0.6700000166893005}, {""name"": ""/Pets & Animals"", ""confidence"": 0.6299999952316284}]",/two-women-die-clam-digging-almost-at-same-time-miles-apart_2433380.html,Two Women Die Clam Digging Almost at Same Time Miles Apart
3503,13859,"[{""name"": ""/Arts & Entertainment/Visual Art & Design/Painting"", ""confidence"": 0.6899999976158142}]",/the-art-of-chinas-bird-flower-painting-through-the-dynasties_2362442.html,The Art of China’s Bird-Flower Painting Through the Dynasties
